query_wo_tones,query,impressions,position,gg_impressions,gg_position,api_result,pv_result,pv,gg,count
cau hinh pubg pc,cấu hình pubg pc,147.0285622,,428.0,3.864485981,259.0,0.0,0,1,1
cpu core i5 8400,cpu core i5 8400,55.0,1.0,408.0,2.164215686,1.0,9.0,1,1,1
cpu core i9,cpu core i9,52.0,1.0,577.0,2.596187175,1.0,1.0,1,1,1
hp pavilion,hp pavilion,1228.0,1.0,11917.0,4.999580431,54.0,85.0,1,1,1
loa divoom bluetune bean  do den,Loa Divoom Bluetune Bean  Đỏ đen,324.0,1.0,,,12.0,7.0,1,0,1
logitech g231,logitech g231,57.0,1.0,1170.0,1.907692308,1.0,1.0,1,1,1
man hinh hp,màn hình hp,577.0,1.0,800.0,4.62540907,21.0,28.0,1,1,1
may chu server,máy chủ server,275.8503165,,803.0,2.404732254,13.0,13.0,0,1,1
450 g5,450 g5,193.0,1.0,,,5.0,8.0,1,0,1
a400,A400,199.0,1.0,,,3.0,8.0,1,0,1
asus vivobook a510uf-ej184t/i5-8250u,asus vivobook a510uf-ej184t/i5-8250u,226.0392381,,658.0,2.90881459,51.0,2.0,0,1,1
b360m mortar,b360m mortar,148.4026609,,432.0,5.178240741,2.0,2.0,0,1,1
ban phim co chinh hang,bàn phím cơ chính hãng,197.5266899,,575.0,2.173913043,894.0,109.0,0,1,1
cat 6,cat 6,223.0,1.0,119.0,5.403361345,8.0,21.0,1,1,1
cau hinh game pubg,cấu hình game pubg,206.1148068,,600.0,3.021666667,109.0,0.0,0,1,1
chuot khong day logitech,chuột không dây logitech,210.0,1.0,8776.0,4.545346094,3.0,20.0,1,1,1
cpu core,Cpu core,413.0,1.0,,,21.0,33.0,1,0,1
dark,Dark,338.0,1.0,,,2.0,3.0,1,0,1
de tan nhiet cooler master,đế tản nhiệt cooler master,290.6218776,,846.0,6.899527187,267.0,0.0,0,1,1
dell 7577,dell 7577,245.0,1.0,3558.0,2.352164137,5.0,2.0,1,1,1
gia loa vi tinh,giá loa vi tính,195.8090665,,570.0,6.061462313,52.0,0.0,0,1,1
laptop dell e6410,laptop dell e6410,343.1811534,,999.0,3.541541542,1079.0,0.0,0,1,1
laptop lg,laptop lg,1297.0,1.0,1308.0,7.090978593,7.0,8.0,1,1,1
logitech g213,logitech g213,67.0,1.0,1258.0,6.549284579,1.0,1.0,1,1,1
may cham cong,máy chấm công,1351.0,1.0,15061.0,4.399787353,9.0,13.0,1,1,1
pin asus,Pin Asus,250.0,1.0,,,17.0,5.0,1,0,1
tay cham game pad,tay cham game pad,616.2832724,,1794.0,3.721850613,249.0,0.0,0,1,1
ban phim gia re,bàn phím giá rẻ,88.0,1.0,578.0,5.553633218,321.0,59.0,1,1,1
bo nho ddr3,bộ nhớ DDR3,227.0,1.0,,,41.0,45.0,1,0,1
bo ve sinh laptop,bộ vệ sinh laptop,83.0,1.0,3677.0,4.082933006,766.0,2.0,1,1,1
cuc sac laptop dell,cục sạc laptop dell,157.6778272,,459.0,3.148148148,205.0,0.0,0,1,1
dell ultrasharp u2414h,dell ultrasharp u2414h,335.9671351,,978.0,3.564417178,1.0,1.0,0,1,1
g603,g603,418.0,1.0,640.0,6.115625,1.0,1.0,1,1,1
gtx 1080 ti,gtx 1080 ti,570.0,1.0,,,81.0,6.0,1,0,1
hdd 500gb,hdd 500gb,431.0,1.0,5480.0,1.366605839,23.0,27.0,1,1,1
lg 24m47vq,lg 24m47vq,207.8324302,,605.0,3.583471074,1.0,1.0,0,1,1
logitech g603,logitech g603,61.0,1.0,693.0,6.261183261,1.0,1.0,1,1,1
may huy tai lieu,máy hủy tài liệu,157.3343025,,458.0,8.15720524,945.0,0.0,0,1,1
ryzen 5 1600,ryzen 5 1600,339.0,1.0,1955.0,3.875191816,140.0,1.0,1,1,1
switch mang,switch mạng,57.0,1.0,1647.0,1.899210686,90.0,68.0,1,1,1
ddr3 8gb laptop,ddr3 8gb laptop,310.2027843,,903.0,2.276854928,4.0,7.0,0,1,1
e2216h,e2216h,187.0,1.0,528.0,7.753787879,2.0,2.0,1,1,1
kasper,kasper,285.0,1.0,,,16.0,9.0,1,0,1
main h81 gigabyte,main h81 gigabyte,411.886089,,1199.0,2.019182652,802.0,0.0,0,1,1
may in da nang,máy in đa năng,924.7684333,,2692.0,1.803981935,865.0,0.0,0,1,1
office 2016,office 2016,189.0,1.0,,,9.0,6.0,1,0,1
pc tien si,pc tiến sĩ,415.0,1.0,,,733.0,0.0,1,0,1
zh7,zh7,189.0,1.0,171.0,2.169590643,1.0,1.0,1,1,1
1060 6gb,1060 6gb,678.0,1.0,267.0,4.565543071,41.0,15.0,1,1,1
andyson,andyson,265.0,1.0,,,1.0,1.0,1,0,1
dell optiplex 3050,dell optiplex 3050,316.3862285,,921.0,3.86970684,2.0,0.0,0,1,1
window 10,window 10,272.0,1.0,,,1.0,0.0,1,0,1
asus fx503vm,asus fx503vm,492.957913,,1435.0,6.548432056,1.0,1.0,0,1,1
chuot khong day logitech b175,chuột không dây logitech b175,342.8376287,,998.0,2.032064128,432.0,18.0,0,1,1
ddr3l 4gb,ddr3l 4gb,97.0,1.0,445.0,1.611235955,4.0,3.0,1,1,1
dell inspiron 7577,dell inspiron 7577,129.0,1.0,2839.0,3.984853822,249.0,2.0,1,1,1
dell optiplex,dell optiplex,122.0,1.0,1300.0,4.707692308,7.0,2.0,1,1,1
dell xps 15,dell XPS 15,252.0,1.0,,,357.0,2.0,1,0,1
hyper,hyper,1284.0,1.0,,,32.0,32.0,1,0,1
loa 2.1,loa 2.1,599.4505632,,1745.0,1.029799427,36.0,0.0,0,1,1
oo cung di dong,oổ cứng di động,214.0158744,,623.0,3.982343499,513.0,0.0,0,1,1
pentium g5500,pentium g5500,368.9455042,,1074.0,4.30726257,1.0,2.0,0,1,1
pin laptop,pin laptop,3189.0,1.0,9927.0,5.1087341515,1641.0,27.0,1,1,4
samsung 850 evo,samsung 850 evo,1782.0,1.0,661.0,3.148260212,1.0,3.0,1,1,2
samsung evo,samsung evo,248.0,1.0,,,14.0,18.0,1,0,1
1800124,1800124,569.0,1.0,,,1.0,1.0,1,0,1
2600,2600,659.0,1.0,,,2.0,5.0,1,0,1
8700k,8700k,1433.0,1.0,1137.0,4.474054529,19.0,3.0,1,1,1
deepcool gammaxx 400,deepcool gammaxx 400,444.1774087,,1293.0,3.431554524,3.0,2.0,0,1,1
g240,g240,184.0,1.0,,,11.0,0.0,1,0,1
laptop gaming msi,laptop gaming msi,212.298251,,618.0,4.105177994,1656.0,1.0,0,1,1
lcd hp,lcd hp,157.0,1.0,,,21.0,28.0,1,0,1
lg 24mp59,lg 24mp59,211.9547263,,617.0,3.609400324,1.0,1.0,0,1,1
may tinh de ban dell core i7,máy tính để bàn dell core i7,221.2298927,,644.0,5.136645963,818.0,211.0,0,1,1
micro sd,micro sd,489.0,1.0,,,17.0,5.0,1,0,1
msi ds b1,msi ds b1,241.4978487,,703.0,2.689900427,552.0,0.0,0,1,1
o dia dvd,ổ đĩa DVD,308.0,1.0,,,11.0,13.0,1,0,1
phan mem,phần mêm,2154.0,1.0,,,85.0,61.0,1,0,1
samsung,samsung,3814.0,1.0,,,155.0,155.0,1,0,2
acbel 400w,acbel 400w,162.143648,,472.0,1.934322034,3.0,5.0,0,1,1
amd a8 7600,amd a8 7600,146.6850375,,427.0,1.31381733,162.0,1.0,0,1,1
ban phi,Bàn phi,197.0,1.0,,,270.0,261.0,1,0,1
ban phim co dareu,bàn phím cơ dareu,98.0,1.0,436.0,2.527522936,8.0,138.0,1,1,1
day noi dai usb,dây nối dài usb,303.3322907,,883.0,4.62400906,669.0,0.0,0,1,1
dell 5567,dell 5567,400.0,1.0,1084.0,6.314575646,3.0,4.0,1,1,1
gtx,gtx,9610.0,1.0,,,49.0,76.0,1,0,2
hdd 500,hdd 500,267.0,1.0,92.0,1.358695652,23.0,21.0,1,1,1
i3-6100,i3-6100,188.9385729,,550.0,2.930909091,2.0,0.0,0,1,1
loa logitech z906,loa logitech z906,241.8413733,,704.0,5.720170455,1.0,1.0,0,1,1
may vi tinh,máy vi tính,94.0,1.0,7503.0,5.967148453,2610.0,0.0,1,1,1
o cung ssd kingston 120gb,ổ cứng ssd kingston 120gb,236.3449785,,688.0,2.306686047,4.0,0.0,0,1,1
o cung ssd samsung 250gb 2.5  850evo  mz 75e250bw,ổ cứng SSD Samsung 250GB 2.5  850Evo  Mz 75E250BW,148.0,1.0,,,85.0,0.0,1,0,1
otg,otg,312.0,1.0,,,1.0,1.0,1,0,1
sama,sama,4220.0,1.0,,,27.0,37.0,1,0,1
tui laptop,túi laptop,97.0,1.0,1669.0,5.400838826,233.0,2.0,1,1,1
vo case may tinh,vỏ case máy tính,396.4274784,,1154.0,7.259098787,1606.0,0.0,0,1,1
1070 ti,1070 ti,1662.0,1.0,,,5.0,1.0,1,0,1
arctis,Arctis,238.0,1.0,,,12.0,13.0,1,0,1
baan phim co,baàn phím cơ,162.4871727,,473.0,1.023255814,607.0,0.0,0,1,1
core i5 8600k,core i5 8600k,167.9835676,,489.0,3.957055215,1.0,2.0,0,1,1
day mang,dây mạng,293.0,1.0,5196.0,3.776316089,338.0,0.0,1,1,1
dell u2417,dell u2417,100.0,1.0,2034.0,3.907571288,1.0,1.0,1,1,1
modem,modem,765.0,1.0,,,1.0,0.0,1,0,1
o hdd 1tb,ổ hdd 1tb,142.2192167,,414.0,1.043478261,73.0,0.0,0,1,1
ram 4g ddr4,ram 4g ddr4,58.0,1.0,820.0,1.074390244,573.0,2.0,1,1,1
ram lap top,ram lap top,179.0,1.0,117.0,1.230769231,1104.0,117.0,1,1,1
ryzen 5 1400,ryzen 5 1400,76.0,1.0,1133.0,3.298323036,1.0,0.0,1,1,1
x150,x150,165.0,1.0,,,1.0,3.0,1,0,1
144,144,347.0,1.0,,,3.0,0.0,1,0,1
400w,400w,16745.0,1.0,,,11.0,22.0,1,0,1
asus fx,asus FX,248.0,1.0,,,6.0,6.0,1,0,1
benq,benq,1207.0,1.0,,,9.0,6.0,1,0,1
bo nho ddr4,bộ nhớ DDR4,273.0,1.0,,,189.0,161.0,1,0,1
canon mf241d,canon mf241d,540.0207939,,1572.0,5.073791349,1.0,0.0,0,1,1
case sama esport 2,case sama esport 2,260.0481813,,757.0,5.138705416,41.0,2.0,0,1,1
chuot may tinh co day,chuột máy tính có dây,163.0,1.0,,,2095.0,365.0,1,0,1
g550,g550,147.0,1.0,,,2.0,1.0,1,0,1
man hinh may tinh lg,màn hình máy tính lg,321.5390986,,936.0,5.822649573,2464.0,0.0,0,1,1
may chu,máy chủ,469.0,1.0,5213.0,4.212190661,355.0,353.0,1,1,1
p2317h,p2317h,181.0,1.0,982.0,3.036659878,3.0,1.0,1,1,1
phu kien pc,phụ kiện pc,207.4889055,,604.0,2.383202671,791.0,0.0,0,1,1
sac asus,sạc asus,209.0,1.0,758.0,4.486807388,1.0,0.0,1,1,1
tan nhiet nuoc,tản nhiệt nước,2794.0,1.0,3902.0,7.554348058,3.0,3.0,1,1,1
ux430,ux430,546.0,1.0,,,8.0,9.0,1,0,1
1060 gaming x,1060 gaming x,235.6579291,,686.0,4.274052478,338.0,0.0,0,1,1
1700,1700,235.0,1.0,,,18.0,4.0,1,0,1
asus vivobook x407ma-bv043t,asus vivobook x407ma-bv043t,140.1580686,,408.0,2.394607843,21.0,0.0,0,1,1
brother 2701dw,brother 2701dw,169.3576663,,493.0,4.194726166,2.0,0.0,0,1,1
dell vostro 3568,dell vostro 3568,484.0,1.0,9926.0,6.828329639,5.0,5.0,1,1,1
h310m ds2,h310m ds2,161.0,1.0,1025.0,2.926829268,1.0,3.0,1,1,1
ke tay ban phim,kê tay bàn phím,216.0770225,,629.0,10.87281399,762.0,1.0,0,1,1
lcd samsung,Lcd samsung,187.0,1.0,,,24.0,30.0,1,0,1
the nho 32gb samsung,thẻ nhớ 32gb samsung,291.9959763,,850.0,6.777647059,1.0,11.0,0,1,1
win 10,win 10,948.471636,,2761.0,6.735240855,93.0,12.0,0,1,1
4400,4400,500.0,1.0,,,173.0,7.0,1,0,1
ban phim co fuhlen eraser,bàn phím cơ fuhlen eraser,232.566207,,677.0,3.096011817,1.0,109.0,0,1,1
bo dung cu ve sinh laptop,bộ dụng cụ vệ sinh laptop,149.0897103,,434.0,4.919354839,36.0,1.0,0,1,1
combo,combo,864.0,1.0,,,14.0,45.0,1,0,1
ddr4 2133,ddr4 2133,502.0,1.0,178.0,1.876404494,14.0,29.0,1,1,1
gtx 1060 6gb,gtx 1060 6gb,401.0,1.0,3100.0,4.729677419,698.0,10.0,1,1,1
gtx1060,gtx1060,799.0,1.0,512.0,4.259765625,13.0,15.0,1,1,1
hp envy 13-ah0026tu,hp envy 13-ah0026tu,250.773015,,730.0,2.556164384,1.0,7.0,0,1,1
"man hinh 27""""","màn hình 27""""",885.2630953,,2577.0,1.421032208,1475.0,0.0,0,1,1
may in nhiet,máy in nhiệt,166.0,1.0,,,2.0,2.0,1,0,1
may tinh de ban dell,máy tính để bàn dell,173.0,1.0,6734.0,3.088028283,71.0,365.0,1,1,1
o cung 500gb,ổ cứng 500gb,262.0,1.0,2977.0,1.253364141,36.0,30.0,1,1,1
rap,rap,211.0,1.0,,,23.0,0.0,1,0,1
rival 100,rival 100,291.0,1.0,,,4.0,0.0,1,0,1
tai nghe gaming,tai nghe gaming,1025.0,1.0,7541.0,3.531096672,13.0,24.0,1,1,1
asus b360,asus b360,258.0,1.0,268.0,4.936567164,13.0,13.0,1,1,1
ban di chuot,bàn di chuột,3198.0,1.0,2534.0,3.371447515,5.0,15.0,1,1,1
c270,c270,270.0,1.0,458.0,2.403930131,1.0,1.0,1,1,1
ddr3 4gb bus 1600 kingston,ddr3 4gb bus 1600 kingston,204.0536588,,594.0,3.052188552,191.0,1.0,0,1,1
dell p2717h,dell p2717h,419.1001072,,1220.0,3.502459016,8.0,1.0,0,1,1
dlink,dlink,533.0,1.0,,,104.0,19.0,1,0,1
gigabyte gt 730 2gb ddr5,gigabyte gt 730 2gb ddr5,295.0876984,,859.0,3.809080326,222.0,0.0,0,1,1
intel optane,intel optane,790.0,1.0,8954.0,3.497319634,3.0,2.0,1,1,1
loa creative 5.1,loa creative 5.1,179.6634066,,523.0,2.011472275,1.0,0.0,0,1,1
msi gtx,msi gtx,156.0,1.0,,,12.0,9.0,1,0,1
ssd plextor,ssd plextor,248.0,1.0,1088.0,2.204044118,10.0,20.0,1,1,1
tai nghe choi game,tai nghe chơi game,119.0,1.0,4244.0,3.634137202,351.0,1.0,1,1,1
acer e5,acer e5,352.0,1.0,379.0,6.137203166,18.0,19.0,1,1,1
chuot fuhlen g90,chuột fuhlen g90,102.0,1.0,1619.0,4.340333539,3.0,2.0,1,1,1
ddr 4,ddr 4,238.0,1.0,,,10.0,200.0,1,0,1
fuhlen destroyer,fuhlen destroyer,208.0,1.0,4504.0,3.129662522,1.0,1.0,1,1,1
gtx 730,gtx 730,319.0,1.0,737.0,5.696065129,1.0,3.0,1,1,1
hyper x,hyper x,1120.0,1.0,856.0,5.773364486,7.0,15.0,1,1,2
may in brother mfc-l2701dw,máy in brother mfc-l2701dw,162.143648,,472.0,2.256355932,1.0,0.0,0,1,1
o ssd laptop,ổ ssd laptop,941.2576178,,2740.0,1.011678832,1514.0,0.0,0,1,1
pin cmos laptop,pin cmos laptop,205.4277575,,598.0,8.2090301,1550.0,0.0,0,1,1
predator,predator,647.0,1.0,,,14.0,11.0,1,0,1
ram 8gb ddr3,ram 8gb ddr3,149.0,1.0,4510.0,1.180044346,16.0,90.0,1,1,1
ryzen 5 2600,ryzen 5 2600,146.0,1.0,2803.0,3.800927578,2.0,2.0,1,1,1
tai nghe tot gia re,tai nghe tốt giá rẻ,158.0213519,,460.0,2.17826087,373.0,1.0,0,1,1
tan nhiet khi,tản nhiệt khí,190.0,1.0,2301.0,2.583646631,2686.0,0.0,1,1,1
usb 4g,usb 4g,82.0,1.0,5171.0,6.194739896,2.0,0.0,1,1,1
vivo,vivo,1307.0,1.0,563.0,10.06394316,8.0,51.0,1,1,2
1603345,1603345,212.0,1.0,,,1.0,1.0,1,0,1
650,650,957.0,1.0,,,13.0,26.0,1,0,1
di chuot,di chuột,208.0,1.0,,,5.0,27.0,1,0,1
firecuda,firecuda,276.0,1.0,,,5.0,5.0,1,0,1
galaxy,galaxy,260.0,1.0,,,15.0,39.0,1,0,1
i5 7600k,i5 7600k,59.0,1.0,646.0,4.444272446,1.0,1.0,1,1,1
man hinh dell 27 inch,màn hình dell 27 inch,268.2927735,,781.0,1.14340589,1481.0,38.0,0,1,1
o ssd 120gb,ổ ssd 120gb,215.7334978,,628.0,1.01910828,16.0,0.0,0,1,1
pci,pci,380.0,1.0,,,6.0,9.0,1,0,1
tai nghe philips,tai nghe philips,143.0,1.0,472.0,5.786016949,1620.0,45.0,1,1,1
tay cam logitech,tay cầm logitech,129.0,1.0,898.0,2.822939866,2.0,2.0,1,1,1
tay game,tay game,255.0,1.0,869.0,3.248561565,14.0,17.0,1,1,1
the,the,377.0,1.0,,,101.0,112.0,1,0,1
the nho 64gb,thẻ nhớ 64gb,78.0,1.0,3172.0,7.76444586,8.0,9.0,1,1,1
usb 16gb kingston,usb 16gb kingston,221.2298927,,644.0,2.712732919,2.0,3.0,0,1,1
vs450,vs450,923.0,1.0,203.0,2.21182266,1.0,2.0,1,1,1
2400,2400,3147.0,1.0,,,87.0,88.0,1,0,1
5568,5568,698.0,1.0,,,7.0,9.0,1,0,1
asus prime b360m-k,asus prime b360m-k,166.2659442,,484.0,4.597107438,1.0,2.0,0,1,1
audio,audio,172.0,1.0,,,50.0,46.0,1,0,1
chuot x5,chuột x5,337.0,1.0,,,1.0,2.0,1,0,1
lenovo thinkpad e470,lenovo thinkpad e470,163.5177467,,476.0,6.105042017,1.0,2.0,0,1,1
loa bose,loa bose,294.0,1.0,6254.0,8.703070035,22.0,26.0,1,1,1
man hinh lcd,màn hình lcd,838.0,1.0,3103.0,1.905020066,187.0,233.0,1,1,1
msi z270,Msi z270,186.0,1.0,,,1.0,3.0,1,0,1
o cung 2tb,ổ cứng 2tb,196.0,1.0,1524.0,1.040357184,60.0,39.0,1,1,1
o cung hdd seagate,O CUNG HDD SEAGATE,176.0,1.0,,,49.0,188.0,1,0,1
window,window,369.0,1.0,,,5.0,4.0,1,0,1
but trinh chieu logitech r400,bút trình chiếu logitech r400,386.4652628,,1125.0,5.448888889,122.0,1.0,0,1,1
core i3 8100 cu,core i3 8100 cũ,169.7011909,,494.0,2.174089069,42.0,2.0,0,1,1
cpu i7 8700k,cpu i7 8700k,305.3934388,,889.0,2.182227222,196.0,1.0,0,1,1
cpu i9,cpu i9,156.6472532,,456.0,2.780701754,1.0,1.0,0,1,1
cpu may tinh ban,cpu máy tính bàn,172.4493884,,502.0,1.741035857,1688.0,0.0,0,1,1
displayport to hdmi,displayport to hdmi,653.7274623,,1903.0,4.591171834,1.0,1.0,0,1,1
g302,g302,314.0,1.0,742.0,5.89083558,1.0,1.0,1,1,1
gtx 1060 6g,gtx 1060 6g,244.0,1.0,204.0,3.882352941,120.0,11.0,1,1,1
irock k62e,irock k62e,167.2965182,,487.0,2.624229979,2.0,2.0,0,1,1
kraken,kraken,287.0,1.0,,,7.0,7.0,1,0,1
lg 27,lg 27,225.0,1.0,67.0,3.76119403,5.0,9.0,1,1,1
loa bluetooth bose,loa bluetooth bose,2446.582757,,7122.0,4.50575681,514.0,0.0,0,1,1
m50,M50,311.0,1.0,,,8.0,2.0,1,0,1
macbook,macbook,8846.0,1.0,110828.0,7.153638657999999,15.0,32.0,1,1,3
quat laptop,quạt laptop,459.2924945,,1337.0,1.792597295,2.0,0.0,0,1,1
robot,robot,222.0,1.0,,,2.0,2.0,1,0,1
vostro 5468,vostro 5468,92.0,1.0,536.0,2.0,3.0,4.0,1,1,1
2200g,2200g,335.0,1.0,105.0,4.857142857,1.0,1.0,1,1,1
450,450,1527.0,1.0,,,23.0,39.0,1,0,1
ab350,Ab350,222.0,1.0,,,2.0,3.0,1,0,1
card 1050ti,card 1050ti,154.0,1.0,2583.0,4.863724352,3.0,12.0,1,1,1
corsair strafe,corsair strafe,185.0,1.0,537.0,3.348230912,3.0,4.0,1,1,1
loa soundmax,loa soundmax,700.0,1.0,13136.0,4.46817905,34.0,32.0,1,1,1
o dia ssd,ổ đĩa ssd,185.5033261,,540.0,1.022452599,756.0,0.0,0,1,1
rx 550,rx 550,481.0,1.0,604.0,5.764900662,1.0,1.0,1,1,1
ssd,ssd,43304.0,1.0,40383.0,1.1418179925,569.0,145.0,1,1,8
switch,switch,5054.0,1.0,,,118.0,111.0,1,0,1
3050,3050,207.0,1.0,,,3.0,1.0,1,0,1
day led,dây led,174.0,1.0,,,2.0,1.0,1,0,1
day nguon may tinh,dây nguồn máy tính,453.1090503,,1319.0,6.151630023,2116.0,9.0,0,1,1
dell vostro 5370,dell vostro 5370,281.3467113,,819.0,3.781440781,1.0,1.0,0,1,1
g4400,g4400,1249.0,1.0,8118.0,3.357723577,1.0,2.0,1,1,1
gtx 1070,gtx 1070,1444.0,1.0,4764.0,3.340890008,3.0,12.0,1,1,1
intel core i5-8400,intel core i5-8400,150.463809,,438.0,3.682648402,1.0,2.0,0,1,1
laptop xach tay,laptop xách tay,55.0,1.0,11650.0,5.159817828,446.0,619.0,1,1,1
o cung hdd,ổ cứng hdd,3370.0,1.0,6355.0,1.062360574,249.0,181.0,1,1,1
ssd m2 sata,ssd m2 sata,111.0,1.0,2447.0,2.81732734,4.0,2.0,1,1,1
superfetch,superfetch,389.9005096,,1135.0,5.133039648,57.0,0.0,0,1,1
tai nghe skullcandy,tai nghe skullcandy,357.2656652,,1040.0,7.658653846,1579.0,0.0,0,1,1
the nho,thẻ nhớ,6857.0,1.0,14296.0,8.373662735,35.0,38.0,1,1,1
1060 3gb,1060 3gb,599.0,1.0,235.0,4.940425532,41.0,7.0,1,1,1
108,108,150.0,1.0,,,2.0,2.0,1,0,1
5370,5370,12674.0,1.0,,,7.0,7.0,1,0,1
asus 1050ti,asus 1050ti,279.0,1.0,,,1.0,6.0,1,0,1
ban phim bluetooth logitech,bàn phím bluetooth logitech,293.0265504,,853.0,5.946072685,2.0,6.0,0,1,1
dell vos,dell vos,156.0,1.0,,,66.0,61.0,1,0,1
g403,g403,2516.0,1.0,7149.0,4.765281858,1.0,2.0,1,1,1
gia gtx 1060,giá gtx 1060,233.2532564,,679.0,1.855171911,324.0,0.0,0,1,1
laptop lg gram,Laptop lg gram,3600.0,1.0,,,1239.0,8.0,1,0,1
logitech z506,logitech z506,319.8214752,,931.0,3.204081633,1.0,1.0,0,1,1
man hinh vi tinh,màn hình vi tính,219.0,1.0,4242.0,1.288223893,1549.0,10.0,1,1,1
ssd cho laptop,ssd cho laptop,556.8535031,,1621.0,1.069710056,1657.0,0.0,0,1,1
u2414,u2414,308.0,1.0,,,1.0,1.0,1,0,1
z370 pro4,z370 pro4,113.0,1.0,650.0,3.609230769,1.0,3.0,1,1,1
active windows 10,active windows 10,184.1292274,,536.0,8.421641791,102.0,0.0,0,1,1
amd ryzen 3 2200g,amd ryzen 3 2200g,61.0,1.0,1814.0,4.82800441,1.0,14.0,1,1,1
cpu i5 8400,cpu i5 8400,95.0,1.0,1467.0,2.467620995,1.0,1.0,1,1,1
dell latitude,dell latitude,662.0,1.0,,,1.0,1.0,1,0,1
dell u2515h,dell u2515h,276.5373658,,805.0,4.853416149,4.0,0.0,0,1,1
man hinh choi game,màn hình chơi game,499.1413572,,1453.0,2.066395561,1490.0,8.0,0,1,1
mini pc,mini pc,228.0,1.0,,,5.0,6.0,1,0,1
o cung may tinh ban,ổ cứng máy tính bàn,259.7046566,,756.0,6.193121693,2269.0,0.0,0,1,1
ram ddr3l 4gb,ram ddr3l 4gb,52.0,1.0,814.0,1.965601966,4.0,8.0,1,1,1
a510uf,a510uf,132.0,1.0,423.0,3.626477541,1.0,2.0,1,1,1
amd ryzen 5 1600,amd ryzen 5 1600,163.8612714,,477.0,4.194968553,15.0,0.0,0,1,1
canon lbp 6230dn,canon lbp 6230dn,214.3593991,,624.0,1.134615385,1.0,1.0,0,1,1
card am thanh,card âm thanh,1662.0,1.0,4394.0,2.894270093,189.0,5.0,1,1,1
combat,Combat,565.0,1.0,,,1.0,1.0,1,0,1
ddr3 8gb bus 1600 laptop,ddr3 8gb bus 1600 laptop,174.1670118,,507.0,2.426035503,191.0,1.0,0,1,1
dell se2417hg,dell se2417hg,59.0,1.0,2338.0,4.884088965,1.0,1.0,1,1,1
g633,g633,677.0,1.0,1761.0,6.932992618,1.0,1.0,1,1,1
intel g4600,intel g4600,198.9007886,,579.0,3.948186528,1.0,1.0,0,1,1
micro hdmi,micro hdmi,154.0,1.0,155.0,5.941935484,4.0,8.0,1,1,1
panther,Panther,623.0,1.0,,,3.0,3.0,1,0,1
samsung ssd,samsung ssd,712.0,1.0,,,19.0,24.0,1,0,1
tai nghe a6,tai nghe a6,200.0,1.0,,,1580.0,0.0,1,0,1
xigmatek libra,xigmatek libra,72.0,1.0,1086.0,2.789134438,1.0,2.0,1,1,1
3668,3668,470.0,1.0,,,5.0,11.0,1,0,1
3668mt,3668mt,270.0,1.0,67.0,1.149253731,5.0,9.0,1,1,1
500gb,500gb,10200.0,1.0,,,42.0,40.0,1,0,1
700w,700w,239.0,1.0,,,4.0,6.0,1,0,1
asus tuf,asus tuf,266.0,1.0,224.0,5.736607143,11.0,16.0,1,1,1
ban phim co choi game,bàn phím cơ chơi game,290.2783529,,845.0,1.331360947,323.0,109.0,0,1,1
case aigo,case aigo,149.0,1.0,289.0,5.525951557,5.0,14.0,1,1,1
case aigo black technology,case aigo black technology,200.2748873,,583.0,5.171526587,12.0,4.0,0,1,1
dell vostro 3668mt,dell vostro 3668mt,70.0,1.0,568.0,1.776408451,3.0,5.0,1,1,1
gia treo,gia treo,168.0,1.0,,,7.0,4.0,1,0,1
gtx 1050 cu,gtx 1050 cũ,368.9455042,,1074.0,5.008379888,119.0,0.0,0,1,1
helios 300,helios 300,243.0,1.0,3460.0,6.396531792,1.0,4.0,1,1,1
intel graphics 620,intel graphics 620,162.4871727,,473.0,3.475687104,132.0,0.0,0,1,1
intel pentium g4400,intel pentium g4400,212.298251,,618.0,3.046925566,1.0,1.0,0,1,1
loa vi tinh,loa vi tính,68.0,1.0,39473.0,5.599927145,2003.0,0.0,1,1,1
logit,logit,149.0,1.0,,,125.0,129.0,1,0,1
msi gs63 7rd,msi gs63 7rd,358.2962392,,1043.0,4.817833174,555.0,1.0,0,1,1
nang cap cpu laptop,nâng cấp cpu laptop,240.1237499,,699.0,2.329041488,364.0,0.0,0,1,1
o cung 3tb,ổ cứng 3tb,149.0897103,,434.0,1.560863874,26.0,0.0,0,1,1
ram,ram,22608.0,1.0,32696.0,1.93599498125,2964.0,230.0,1,1,4
ram laptop,ram laptop,10344.0,1.0,16525.0,1.677919414,1744.0,56.0,1,1,3
rx470,rx470,155.0,1.0,,,6.0,0.0,1,0,1
ssd plextor 128gb,ssd plextor 128gb,183.7857027,,535.0,2.231775701,5.0,10.0,0,1,1
tai nghe zidli zh12s,tai nghe zidli zh12s,79.0,1.0,741.0,1.076923077,1.0,25.0,1,1,1
360,360,1865.0,1.0,,,13.0,79.0,1,0,1
acer spin,acer spin,152.0,1.0,,,4.0,5.0,1,0,1
ban o cung ssd,bán ổ cứng ssd,154.9296298,,451.0,1.924611973,666.0,0.0,0,1,1
canon lbp 2900,canon lbp 2900,57.0,1.0,5820.0,6.133848797,1.0,1.0,1,1,1
coolermaster,coolermaster,289.0,1.0,,,1.0,2.0,1,0,1
ddr3 4gb,ddr3 4gb,241.0,1.0,2046.0,1.016129032,14.0,21.0,1,1,1
